id,game_name,hours_played,player_count,review_rating,review_count,tag_value
478,odio donec vitae nisi nam ultrices,295,237,1,9061,3
479,platea dictumst morbi vestibulum velit id pretium iaculis,3060,814,4,8948,4
480,feugiat et eros vestibulum ac est lacinia,179,9802,4,8177,4
481,purus eu magna vulputate luctus,843,9655,1,1510,4
482,orci luctus et ultrices posuere,309,3454,4,5377,4
483,sapien placerat ante nulla justo aliquam,853,9914,1,3493,5
484,dapibus nulla suscipit ligula in lacus curabitur,3993,5732,3,8341,1
485,cursus id turpis integer aliquet massa id,2769,2865,4,4790,4
486,adipiscing molestie hendrerit at vulputate,2070,6203,1,900,4
487,semper interdum mauris,2958,9619,2,4488,5
488,ullamcorper purus sit amet nulla,1320,2129,2,8728,4
489,maecenas leo odio condimentum id luctus,8,1764,2,5292,5
490,in purus eu magna,2830,9311,1,4881,3
491,quis odio consequat varius integer,2274,94,2,2758,1
492,dui maecenas,2080,2429,2,6227,2
493,lectus in est,1582,2630,3,8370,5
494,pretium iaculis justo in hac habitasse platea,3435,1608,1,2480,2
495,pretium iaculis justo in hac habitasse,2297,7712,3,5231,1
496,velit vivamus vel nulla eget eros elementum,3795,5326,1,2775,2
497,mauris ullamcorper purus,3868,1562,3,627,3
498,erat volutpat in congue etiam justo,353,2927,3,2648,1
499,amet diam in magna bibendum imperdiet nullam,3353,535,2,1043,2
500,ridiculus mus etiam vel augue vestibulum rutrum rutrum,3840,3524,1,8619,5
501,cras non,2757,3151,4,3981,2
502,viverra eget,89,213,1,8756,4
503,metus sapien ut nunc,2098,9212,2,7729,3
504,platea dictumst aliquam,2187,2604,1,3649,3
505,non sodales sed tincidunt eu felis fusce posuere,1442,7582,2,570,3
506,morbi non lectus aliquam sit,2341,7001,4,9597,1
507,nec sem duis aliquam convallis nunc proin at,2181,4070,2,1082,2
508,scelerisque mauris,795,5641,1,3241,3
509,luctus et,1450,3086,4,1412,1
510,ipsum primis in faucibus orci luctus et ultrices,3591,4691,2,2026,4
511,elementum eu interdum eu tincidunt in leo,2870,8767,3,814,2
512,nunc donec quis orci eget orci vehicula,2921,2105,1,9340,3
513,imperdiet nullam orci pede,2546,2170,4,9599,5
514,curae duis faucibus accumsan,1041,7547,3,1232,4
515,eget rutrum at lorem integer tincidunt ante,3953,4050,2,9431,1
516,hac habitasse platea dictumst etiam faucibus,826,171,4,3396,4
517,eu sapien cursus vestibulum proin eu mi,2420,7699,3,5500,3
518,sed accumsan felis ut,3393,299,2,8564,1
519,proin at turpis a pede posuere nonummy,1594,1398,3,1546,4
520,erat vestibulum sed magna at nunc commodo,23,2674,2,7526,4
521,elementum eu interdum eu tincidunt in leo,2824,2792,3,950,4
522,at lorem integer tincidunt ante vel ipsum,3332,1433,3,4699,5
523,pretium iaculis diam erat fermentum,334,7961,4,4694,5
524,varius ut blandit non interdum in ante,2757,5569,1,5229,5
525,ultrices mattis,3683,7174,3,3907,2
526,pulvinar nulla pede ullamcorper augue a suscipit,2110,8228,1,3336,3
527,nulla sed accumsan felis ut at dolor,1779,4474,2,3248,2
528,dolor sit amet consectetuer adipiscing elit proin,8,1165,3,7909,4
529,at lorem integer tincidunt ante vel ipsum,486,7854,1,6588,4
530,quam pede lobortis ligula sit,3114,2905,2,7683,1
531,metus aenean fermentum donec,815,645,2,9956,5
532,justo maecenas rhoncus,1085,4434,4,5170,4
533,eu felis,3196,4556,4,7560,3
534,quam nec dui,692,6594,3,3007,3
535,eget orci vehicula condimentum,3376,1091,3,3331,2
536,nulla dapibus dolor vel est donec odio,2777,7526,3,2761,3
537,nulla sed vel enim sit amet nunc,3963,3780,4,8938,5
538,nunc viverra dapibus nulla suscipit,164,2557,1,6445,3
539,nunc commodo placerat,1316,4527,2,8072,5
540,ut rhoncus aliquet pulvinar sed,574,9334,1,6321,1
541,nam nulla integer pede justo lacinia eget,2600,5991,3,2598,2
542,nisl nunc nisl duis bibendum,2501,1337,2,1997,2
543,faucibus accumsan odio curabitur convallis,2448,692,2,8069,3
544,in quis justo,123,9597,3,8568,2
545,eros vestibulum ac est lacinia nisi venenatis tristique,1432,7984,2,9135,5
546,morbi quis,68,3955,2,8807,2
547,eget eleifend luctus ultricies eu,3213,9362,4,2794,3
548,sed sagittis nam congue risus,3363,3352,3,6203,1
549,dapibus augue,946,9287,3,4861,5
550,justo sit amet sapien dignissim vestibulum vestibulum ante,2375,436,2,759,4
551,morbi ut odio cras mi pede,3940,8819,3,2902,4
552,in tempus sit amet sem,3881,5343,1,3732,3
553,bibendum imperdiet nullam orci pede venenatis non,2289,7964,2,6794,4
554,velit vivamus vel,1581,9276,2,4057,3
555,dis parturient,1837,5150,4,3366,2
556,odio justo sollicitudin,3259,7390,1,5050,4
557,lorem integer,2736,7143,2,3107,3
558,faucibus accumsan odio curabitur convallis,2878,384,1,4086,4
559,bibendum morbi non quam,1484,4569,4,7349,3
560,sed interdum venenatis turpis enim blandit mi in,2617,2591,3,3732,2
561,cum sociis natoque,1519,1768,3,6797,5
562,donec ut mauris eget massa tempor convallis nulla,1440,8245,4,139,3
563,nisi venenatis tristique fusce congue diam id,1162,2217,1,5756,3
564,vel nulla eget eros elementum pellentesque quisque,27,9891,3,8327,3
565,in faucibus orci,1889,810,4,9116,5
566,varius ut blandit non,2622,5879,2,6149,1
567,amet sapien dignissim,1353,6533,1,779,2
568,id pretium iaculis,3486,6720,3,7705,4
569,adipiscing elit proin interdum mauris non ligula pellentesque,3405,966,1,2480,4
570,et magnis dis parturient,2141,7207,4,9591,5
571,ultrices posuere,3957,2341,1,9356,1
572,non velit donec diam,2581,2468,3,6920,5
573,in hac habitasse platea dictumst,2769,7716,1,7696,1
574,curabitur at,2985,9916,2,6769,5
575,nam tristique tortor,3329,4449,2,6197,4
576,vestibulum ante ipsum primis in,96,8063,3,6997,2
577,et tempus semper est quam,832,5257,4,7353,4
578,sapien in sapien iaculis congue,927,7298,1,4435,3
579,eu orci mauris,2297,4229,4,7699,1
580,a odio in hac habitasse platea,549,8323,3,5855,5
581,amet consectetuer adipiscing elit,1505,9254,3,6317,1
582,pellentesque eget nunc donec,3461,1495,2,1635,1
583,venenatis tristique fusce congue diam id ornare,1220,4238,2,9349,4
584,ridiculus mus vivamus vestibulum,554,1306,2,4024,3
585,in quam fringilla rhoncus,1683,4105,4,261,2
586,lorem id,1310,6131,2,1611,1
587,at nunc commodo,642,5091,4,5820,2
588,mi integer,1169,7738,3,9199,1
589,ipsum dolor sit amet consectetuer adipiscing elit proin,2212,1684,3,7249,1
590,purus phasellus,143,7153,1,6900,5
591,dui proin leo odio porttitor,444,3789,4,6334,5
592,vulputate vitae,3636,132,3,7130,4
593,dui nec nisi volutpat eleifend,1328,4285,1,1485,2
594,lacinia erat,297,4028,4,7718,4
595,in imperdiet et commodo vulputate justo in blandit,1279,8789,4,1329,4
596,aliquam lacus morbi,1807,4387,2,4155,1
597,duis at velit eu,1177,281,2,1977,5
598,sed lacus,2098,3445,4,7805,3
599,ullamcorper purus sit amet nulla quisque,2458,7435,2,5180,2
600,ipsum dolor sit amet,244,6012,3,8443,3
601,proin interdum mauris non ligula pellentesque ultrices,1211,9587,3,2100,1
602,at diam nam tristique tortor eu,3862,3798,1,9395,4
603,leo odio condimentum id luctus nec molestie,617,8019,2,6370,5
604,diam vitae quam suspendisse potenti nullam porttitor,2128,8601,2,991,1
605,consequat dui nec nisi volutpat eleifend donec,61,2644,1,9236,5
606,odio condimentum,2700,8762,1,2153,3
607,luctus et ultrices posuere cubilia,734,843,3,3998,5
608,convallis eget eleifend luctus,1754,6200,3,6473,4
609,elementum nullam varius nulla facilisi cras non,2590,9902,1,7145,2
610,luctus ultricies eu nibh quisque id justo sit,477,9327,2,6259,2
611,vitae mattis nibh ligula nec,3349,993,4,4577,4
612,justo morbi ut odio,1468,8637,4,7784,3
613,eu sapien cursus vestibulum proin,3684,2958,2,530,2
614,eu magna vulputate luctus cum sociis,1155,4055,3,9380,3
615,purus sit amet nulla quisque arcu,1098,6725,1,2496,3
616,ut suscipit a feugiat et eros vestibulum ac,1354,8945,4,5077,5
617,pulvinar lobortis est phasellus sit,2433,9721,2,6458,5
618,magna ac consequat metus sapien ut nunc,147,3704,3,3959,5
619,tellus nulla ut erat,1917,1837,1,278,5
620,diam vitae quam suspendisse potenti nullam porttitor lacus,1163,530,2,6278,3
621,volutpat in congue etiam justo etiam pretium iaculis,1493,3201,3,7964,1
622,tincidunt nulla,2393,8580,3,298,2
623,eget tempus vel pede,887,4221,2,4927,2
624,justo morbi ut odio cras mi,493,7471,1,1564,4
625,id consequat in,2549,3847,3,7602,3
626,euismod scelerisque,1525,750,4,9614,1
627,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,697,6613,3,3863,5
628,vestibulum aliquet ultrices erat tortor,84,168,1,508,2
629,a nibh in quis justo maecenas,2463,53,1,9911,1
630,vivamus vel nulla eget eros elementum pellentesque,3538,3610,4,2760,2
631,sed nisl nunc rhoncus dui vel sem sed,2848,7032,1,4912,4
632,dictumst etiam faucibus cursus,3781,1076,1,3376,4
633,nec dui,1530,7226,3,8534,1
634,imperdiet nullam orci pede venenatis non sodales sed,2696,7588,2,6311,3
635,augue aliquam erat volutpat in congue etiam justo,925,6848,2,6738,5
636,ut massa,1246,901,4,7294,5
637,erat id mauris vulputate elementum nullam,3474,1958,4,9386,2
638,magnis dis parturient montes nascetur ridiculus,3609,1761,2,4559,5
639,justo pellentesque viverra pede ac diam,2456,2355,3,3899,5
640,dapibus nulla suscipit ligula,2813,6766,3,3811,3
641,nisl nunc nisl duis bibendum felis sed,2436,847,1,8151,3
642,ultrices mattis odio,2878,532,3,6064,5
643,in porttitor,3957,5435,4,7401,5
644,metus arcu adipiscing molestie hendrerit at vulputate vitae,2275,3131,3,9598,4
645,vitae quam suspendisse potenti nullam porttitor lacus,2917,8225,2,9540,4
646,porttitor pede justo eu massa donec,2656,5633,2,4761,2
647,enim leo rhoncus sed,2263,9101,1,3724,4
648,libero quis orci nullam molestie nibh in,1610,5999,2,9016,1
649,massa tempor convallis nulla neque,468,4721,1,6823,3
650,justo eu massa donec dapibus duis at,3595,4907,2,1165,3
651,cras pellentesque volutpat dui maecenas tristique est,3263,4412,3,4006,4
652,non mattis pulvinar nulla pede,1878,3044,3,9213,5
653,vel lectus in quam fringilla,3440,165,2,1592,4
654,convallis eget eleifend,1027,8685,3,9461,3
655,id lobortis,3804,488,1,4893,4
656,vitae mattis nibh ligula nec sem,299,2607,4,1853,2
657,enim sit amet nunc viverra dapibus nulla suscipit,3733,3133,1,7687,3
658,congue diam id ornare imperdiet,321,8489,3,5265,5
659,ante ipsum primis,3621,9088,3,7341,4
660,quisque arcu libero rutrum ac lobortis vel,2704,3738,3,1965,2
661,rutrum neque aenean auctor gravida,1263,5689,2,8800,4
662,eget eros elementum pellentesque quisque porta volutpat erat,2969,123,3,8381,5
663,integer non velit donec diam neque,3582,6381,3,8681,5
664,nunc vestibulum ante ipsum primis,3719,594,1,6503,1
665,mi in porttitor pede justo eu massa,2838,618,2,768,2
666,integer pede justo,1015,7629,3,4239,1
667,nonummy integer non velit donec diam,2757,4692,3,5098,3
668,elementum eu interdum,2160,5892,3,3594,3
669,velit nec nisi vulputate nonummy maecenas tincidunt,2385,1011,3,9334,1
670,consequat in consequat ut nulla sed accumsan,2393,4664,2,1094,4
671,orci pede venenatis non sodales,1055,8034,3,7098,2
672,eros suspendisse accumsan tortor quis turpis sed ante,3176,5174,4,513,2
673,tempor turpis nec,1354,7278,1,20,5
674,lacus curabitur at ipsum ac tellus semper interdum,118,6110,3,1197,3
675,ullamcorper purus,2412,8643,2,8603,4
676,sed tincidunt eu,907,8126,2,1506,3
677,neque duis,3396,252,4,7391,2
678,pharetra magna vestibulum,249,694,2,3373,4
679,sodales scelerisque mauris sit amet,3811,4077,2,3947,4
680,lacus curabitur at ipsum ac tellus,166,7862,2,3306,2
681,leo odio condimentum id luctus nec,1539,4253,4,8064,3
682,quam pharetra magna,2543,1417,3,1163,1
683,id luctus nec molestie sed justo pellentesque viverra,104,2890,3,4235,2
684,aliquet maecenas leo odio condimentum id,3979,4271,4,420,1
685,quis justo,1076,788,3,1717,2
686,hac habitasse,1190,7593,4,9452,5
687,tristique in tempus sit amet sem fusce,331,4598,2,6845,3
688,pellentesque viverra pede,298,6643,4,2423,4
689,pulvinar sed nisl nunc,2896,5433,2,8463,2
690,tellus nulla ut erat id,943,8537,4,3305,4
691,venenatis lacinia aenean,1124,5218,3,7219,1
692,in felis eu sapien cursus vestibulum proin eu,1535,6570,2,607,5
693,augue aliquam erat volutpat in congue,3371,7147,4,3538,3
694,tortor id nulla,1491,6683,4,3487,2
695,neque sapien placerat ante nulla justo aliquam,3492,6289,2,8150,2
696,lacus at velit vivamus vel nulla,318,7561,2,5672,3
697,dignissim vestibulum vestibulum ante,2433,4049,1,5110,1
698,id massa id nisl venenatis,2315,2195,4,7941,2
699,diam neque vestibulum eget vulputate,2167,1580,1,5391,4
700,pellentesque ultrices mattis odio,314,218,3,8231,5
701,imperdiet et commodo vulputate justo in,1794,120,3,6282,5
702,ante ipsum primis in faucibus,2964,3689,2,9748,1
703,vel dapibus at diam,2099,5519,4,8955,5
704,rhoncus dui vel sem sed sagittis,1693,892,2,7048,3
705,quam pharetra magna ac consequat,230,5918,1,4682,3
706,odio condimentum id luctus,3449,4186,3,6059,3
707,maecenas tristique est et tempus,2130,1157,2,4452,5
708,integer aliquet massa id lobortis,819,4616,3,3891,4
709,quisque arcu,1151,8377,1,7745,4
710,enim in tempor turpis,1171,6664,1,9741,1
711,sit amet eleifend pede libero,3142,350,4,18,2
712,lorem id ligula suspendisse ornare consequat,2506,8138,2,2608,1
713,elementum nullam varius nulla facilisi,3907,3046,4,2094,2
714,sapien iaculis congue vivamus metus,2330,1051,4,5012,1
715,consequat lectus in est,1706,5870,4,5562,1
716,magna at nunc,3023,6983,2,8760,2
717,interdum eu tincidunt in leo maecenas pulvinar lobortis,739,2369,2,9673,5
718,sed interdum venenatis turpis,3936,5063,3,8914,1
719,lectus in quam fringilla,603,6937,3,4339,3
720,etiam vel augue vestibulum rutrum rutrum neque,206,5158,3,2899,4
721,nunc nisl duis,864,1751,3,8965,2
722,sagittis nam,3878,3016,3,9464,2
723,imperdiet et commodo vulputate justo in blandit ultrices,1909,4428,4,4779,2
724,in libero ut massa,2596,2359,3,6044,3
725,habitasse platea dictumst aliquam augue quam,2018,6551,2,3788,2
726,varius integer ac,3510,1476,3,9041,2
727,ultrices posuere,814,1341,3,7845,2
728,mi integer,3295,3068,1,8364,2
729,proin leo odio porttitor,3102,6028,2,7405,1
730,pulvinar sed nisl nunc,1281,5126,3,6945,3
731,ante vestibulum ante,2751,1072,2,1285,3
732,hac habitasse platea dictumst,2500,3965,1,8103,4
733,consectetuer adipiscing elit proin,237,6912,2,2224,2
734,purus sit amet nulla quisque,2755,3445,1,2864,5
735,platea dictumst etiam,1216,8997,3,4154,2
736,nunc proin at turpis a,987,7460,1,4480,3
737,primis in,2811,9049,4,1131,1
738,ut suscipit a,375,5459,3,3252,2
739,amet turpis elementum ligula vehicula consequat morbi,3989,9204,3,9870,5
740,proin leo odio,2964,8649,3,6867,5
741,eu sapien cursus vestibulum proin eu mi nulla,2829,4837,4,6423,5
742,cras pellentesque volutpat,19,6201,4,4026,3
743,viverra diam vitae,1038,9492,1,1159,3
744,quam sapien,3633,6562,1,5334,3
745,nulla ac,1947,5726,1,3512,1
746,cursus vestibulum proin eu mi,3418,58,1,6683,5
747,euismod scelerisque quam turpis adipiscing lorem vitae mattis,2678,7530,3,6780,5
748,sociis natoque penatibus et magnis dis,362,9509,4,9124,4
749,nec condimentum neque sapien placerat ante,605,7626,3,509,3
750,nibh in lectus pellentesque at nulla suspendisse,3025,1608,1,7822,4
751,etiam justo etiam pretium iaculis justo in hac,2347,1466,1,6506,5
752,in quis,2738,9083,2,3660,1
753,in faucibus orci luctus et ultrices posuere cubilia,237,1513,2,122,2
754,dapibus augue vel accumsan tellus nisi eu,57,3498,4,1359,3
755,libero quis orci nullam molestie nibh in lectus,2606,8795,2,2865,4
756,vestibulum sed magna at nunc,477,2229,1,2531,1
757,porttitor pede,112,4192,3,3276,4
758,porttitor pede,3050,6964,1,6230,2
759,vivamus metus arcu adipiscing molestie hendrerit at,3261,6459,3,9677,3
760,ipsum integer a nibh in quis justo,1619,9628,2,4726,3
761,nibh in hac habitasse platea dictumst aliquam,5,1803,4,5198,4
762,maecenas pulvinar lobortis est phasellus,2394,5865,1,2314,2
763,mattis nibh ligula nec sem,695,9685,3,5688,5
764,lacinia nisi,3788,496,1,6050,5
765,eget elit sodales,2261,8950,1,2310,4
766,maecenas tincidunt lacus at velit vivamus vel,2056,761,4,9279,3
767,mauris sit amet eros,3298,3119,3,6890,4
768,convallis nunc proin at turpis a,3763,9909,1,4432,2
769,quam pede lobortis,3088,5131,1,9560,5
770,viverra diam vitae quam suspendisse potenti nullam,2910,3347,3,3907,5
771,est congue elementum,74,1880,2,4996,4
772,quam sapien varius ut,2436,7504,4,2763,5
773,ac neque duis bibendum morbi non quam,3240,1476,4,9554,4
774,luctus et ultrices posuere cubilia curae duis,1033,3844,2,3245,1
775,luctus rutrum nulla,2113,1178,4,6738,3
776,id massa,1535,7493,3,2875,1
777,eget tincidunt eget,2755,790,4,1871,1
778,nulla sed vel enim sit amet nunc viverra,1549,4806,3,7622,4
779,duis at velit eu est congue,3179,2111,2,1651,5
780,dui vel sem sed sagittis nam,1966,8093,4,7873,2
781,vestibulum quam sapien varius,2279,1043,4,9314,1
782,tellus nisi eu orci mauris,1455,9753,3,4459,2
783,cubilia curae nulla,2202,7698,3,4751,3
784,erat volutpat in,2392,9045,2,7357,3
785,integer aliquet massa id lobortis convallis,2403,6221,2,4225,2
786,tincidunt in leo,923,2616,4,319,5
787,praesent id massa id nisl venenatis,880,7035,3,8654,2
788,nascetur ridiculus mus vivamus vestibulum sagittis sapien,275,7382,4,1794,2
789,elit proin risus praesent,1367,5796,1,7383,2
790,tempus vivamus in,1456,909,2,7685,5
791,diam cras pellentesque volutpat dui maecenas tristique,2946,974,2,8185,4
792,amet nunc,1732,4130,3,4499,1
793,odio porttitor id consequat in,2551,7516,4,5919,4
794,accumsan tortor quis turpis sed ante,3568,753,3,9492,4
795,ultrices posuere cubilia,195,7674,4,6880,3
796,ut nunc vestibulum ante,2505,3704,3,274,2
797,primis in faucibus orci luctus et ultrices posuere,1627,7927,2,7556,2
798,nulla suspendisse potenti,819,4104,4,7978,4
799,nulla nunc purus phasellus in felis donec semper,990,9949,2,6203,3
800,enim sit,423,1387,1,1349,4
801,in faucibus orci luctus et ultrices posuere cubilia,2547,566,3,1921,1
802,non velit donec diam,749,4537,3,9806,1
803,justo maecenas rhoncus aliquam lacus morbi quis tortor,297,4726,2,1034,2
804,sit amet turpis elementum ligula vehicula consequat morbi,3011,3681,1,388,5
805,pellentesque ultrices,2317,8286,2,7517,2
806,etiam pretium iaculis justo in hac habitasse platea,361,2086,2,3100,5
807,orci mauris,1455,7900,2,6335,4
808,consequat varius integer ac leo pellentesque ultrices mattis,2270,344,3,8370,5
809,urna ut tellus nulla ut erat id mauris,201,1160,4,1218,2
810,eleifend luctus ultricies eu nibh quisque id justo,196,8886,2,9024,4
811,rutrum rutrum neque aenean auctor gravida sem praesent,843,8486,2,800,3
812,consequat lectus,200,8250,2,6375,3
813,odio odio elementum eu interdum eu tincidunt in,970,6414,4,1186,5
814,pretium quis,2326,4725,3,705,2
815,nec nisi vulputate nonummy maecenas tincidunt lacus at,3851,7638,2,3654,1
816,adipiscing elit proin interdum mauris non ligula pellentesque,2908,7823,1,5290,4
817,id justo sit amet,806,9042,2,3026,3
818,aliquam lacus morbi,2060,2520,2,6269,1
819,nec molestie,1594,54,4,2648,3
820,odio porttitor id,1315,3811,2,4285,3
821,pede justo lacinia,2685,8360,2,1824,4
822,et ultrices posuere cubilia curae mauris viverra,2704,658,4,3892,3
823,ligula sit amet eleifend pede libero quis,1364,248,3,9337,4
824,tincidunt nulla mollis molestie lorem,3246,7191,1,2315,1
825,ultrices enim lorem ipsum dolor sit,226,3578,4,5039,1
826,ultrices posuere cubilia,3967,3729,4,8970,1
827,vestibulum vestibulum ante ipsum primis in faucibus orci,1348,2442,2,9734,4
828,etiam pretium iaculis,2427,3676,1,8858,1
829,eleifend luctus,134,3556,3,275,3
830,urna pretium nisl ut volutpat sapien arcu,296,6800,1,4252,3
831,ante ipsum primis in faucibus orci luctus et,3922,7030,3,5765,2
832,et commodo,3031,2424,3,8255,5
833,ultricies eu nibh quisque id justo sit,3831,6580,1,704,1
834,non lectus aliquam sit amet,1819,2337,3,5301,5
835,metus sapien ut nunc,2058,5908,1,3888,3
836,vestibulum ante ipsum primis in faucibus orci luctus,3123,7851,1,798,1
837,velit eu est congue,2487,727,3,7385,5
838,praesent blandit lacinia erat vestibulum sed magna at,3629,4338,2,2971,3
839,eros suspendisse accumsan tortor quis,2844,2218,1,4214,5
840,morbi vel,2177,3227,4,7852,4
841,morbi vel lectus in quam,1270,9190,3,45,5
842,ante vel,2291,3857,2,4246,4
843,pharetra magna ac consequat metus sapien ut,97,4159,3,5498,2
844,faucibus orci luctus et ultrices posuere cubilia,2096,8803,3,5520,1
845,sit amet sapien dignissim vestibulum,1550,2284,3,3141,2
846,vivamus tortor duis mattis egestas,3585,389,4,3454,2
847,tincidunt eu felis fusce posuere felis sed lacus,982,1282,4,1647,5
848,a nibh in quis justo maecenas rhoncus,1254,4382,4,7420,5
849,sit amet sapien,3050,6164,2,5225,2
850,libero ut massa volutpat,2406,3137,4,8521,1
851,turpis adipiscing lorem vitae mattis,817,4894,3,6570,1
852,suspendisse potenti nullam porttitor lacus at,975,509,1,6627,5
853,amet sapien dignissim vestibulum vestibulum,552,6589,1,967,3
854,nullam molestie nibh in lectus,2025,5672,2,6896,2
855,nibh in hac,1302,8772,4,3237,2
856,orci eget orci vehicula,2049,5765,4,3220,5
857,volutpat in congue,2356,8647,2,1507,2
858,justo sollicitudin ut suscipit a feugiat et,1607,4163,4,9259,3
859,fusce posuere felis sed lacus morbi sem mauris,3039,4833,4,9188,5
860,duis ac nibh fusce lacus purus aliquet at,1726,8891,4,1330,2
861,mus etiam vel augue,3914,3564,2,355,5
862,erat curabitur,3563,2518,1,8390,5
863,quis lectus suspendisse potenti in eleifend quam,3187,8148,1,2052,4
864,quis justo maecenas rhoncus aliquam lacus morbi,112,3414,3,8642,3
865,sed justo pellentesque viverra pede,3987,779,2,8125,4
866,in tempus,540,4117,4,3776,1
867,quis odio consequat varius integer,2604,6242,2,6129,4
868,quis augue luctus,3696,1419,3,5363,2
869,vestibulum sagittis sapien cum sociis natoque,2345,4506,1,1979,1
870,nulla dapibus,1042,6380,1,8652,1
871,nulla sed accumsan felis ut at dolor,3431,6582,3,3587,5
872,dapibus at diam nam tristique tortor eu pede,2537,8176,3,5798,5
873,aliquam convallis nunc proin at turpis a,2522,3279,2,7390,1
874,erat nulla tempus vivamus in felis,1721,1884,2,8496,3
875,massa volutpat convallis,2371,4329,2,5605,2
876,accumsan tortor quis turpis sed ante vivamus tortor,3231,4697,3,5107,2
877,pellentesque ultrices mattis odio donec vitae nisi nam,1773,2971,3,9840,1
878,interdum mauris,2523,7295,3,4512,4
879,ullamcorper augue,2354,160,1,8695,4
880,a odio in hac,3488,3723,2,1866,3
881,duis bibendum,1595,3906,3,3298,1
882,ultrices posuere cubilia,3108,9036,4,3165,1
883,in faucibus orci luctus et ultrices,3067,6377,4,5919,4
884,pede malesuada in imperdiet et commodo,3159,4087,4,3017,1
885,nisl ut volutpat sapien arcu sed augue,2870,6693,2,4783,4
886,sed ante vivamus tortor duis mattis,1392,932,1,4343,4
887,cras mi,1696,4529,3,2842,4
888,ipsum dolor sit amet,503,3461,3,1747,5
889,nisl duis ac nibh,3655,5264,4,2491,4
890,blandit ultrices enim lorem ipsum dolor sit,214,4218,4,3545,2
891,sed justo pellentesque viverra pede ac diam cras,3152,8611,1,3741,4
892,pede posuere nonummy integer non velit donec,765,5262,4,1900,5
893,nulla suscipit ligula,274,9733,1,4443,2
894,aliquam augue quam,3280,1818,3,8279,1
895,odio odio elementum eu interdum,2594,1119,4,9537,3
896,arcu libero rutrum ac lobortis,635,3637,4,6349,1
897,mattis egestas metus aenean fermentum donec,2786,8399,2,2938,2
898,lorem ipsum dolor sit,2042,7250,1,1139,5
899,dolor quis odio consequat,463,2829,2,1640,3
900,volutpat dui,377,7512,2,5238,1
901,non mauris morbi,2254,422,4,5534,5
902,purus phasellus in felis,2116,9524,1,3899,1
903,condimentum neque sapien placerat ante,455,5432,4,6930,3
904,praesent blandit,1686,3670,1,7828,2
905,odio cras mi pede,3841,2805,4,394,4
906,sit amet lobortis sapien,1400,1521,4,712,2
907,et commodo vulputate justo in,3112,9910,1,6402,1
908,metus vitae ipsum aliquam non mauris,2929,8791,4,2111,1
909,rhoncus mauris enim leo,3496,2839,2,6790,3
910,nisl nunc rhoncus dui vel sem sed sagittis,1676,7441,1,3943,5
911,donec quis orci eget orci,2569,1472,1,4876,5
912,tortor risus dapibus,651,119,4,8582,5
913,sed ante vivamus,3555,1663,4,4780,5
914,ut dolor morbi vel lectus in quam,423,2744,3,7028,2
915,potenti nullam porttitor lacus,2104,2090,1,8124,1
916,id turpis integer,3114,5153,1,3699,5
917,eros vestibulum ac est lacinia nisi,554,7742,3,7125,3
918,pede libero quis orci nullam,2352,4718,2,6371,4
919,justo in blandit ultrices enim lorem,3342,2578,1,5304,3
920,tincidunt nulla mollis,730,3530,2,8500,1
921,maecenas pulvinar lobortis est phasellus sit amet erat,762,2767,1,9052,5
922,aenean sit amet justo,503,6357,1,764,5
923,leo odio porttitor id consequat in,345,6246,3,9162,5
924,cum sociis natoque penatibus et,766,4759,2,778,1
925,blandit nam nulla integer pede justo lacinia eget,2694,8256,3,4756,2
926,lorem vitae mattis,1282,145,4,1258,3
927,ut nunc vestibulum ante ipsum primis in,690,1032,4,2878,3
928,pretium iaculis justo in hac,3312,5271,4,2147,2
929,purus eu magna,1573,7378,1,5109,4
930,vestibulum proin eu mi nulla ac enim,1770,3969,2,71,4
931,tellus nisi eu orci mauris,1128,4542,3,3309,1
932,amet consectetuer adipiscing elit proin interdum mauris,438,6965,1,7413,1
933,accumsan odio curabitur convallis duis consequat dui,3979,4960,1,6069,5
934,turpis integer,3434,4813,4,3540,4
935,consequat morbi a ipsum integer,2013,4704,1,366,2
936,augue aliquam erat volutpat,588,5884,1,3380,4
937,cubilia curae donec pharetra magna vestibulum aliquet,1914,3737,2,9436,2
938,morbi sem mauris laoreet ut,1442,4941,1,4979,4
939,integer ac leo pellentesque ultrices,1091,6550,2,1630,1
940,maecenas ut massa quis augue luctus tincidunt,2327,507,1,31,4
941,lacinia erat,3040,5892,1,6501,4
942,ut nulla sed accumsan felis,337,8621,3,6050,5
943,ipsum primis in faucibus orci,1364,1038,4,5784,5
944,elementum pellentesque,1374,531,3,2179,4
945,convallis morbi odio odio elementum eu interdum eu,1417,900,2,7929,5
946,ornare consequat lectus in est risus auctor,3593,4256,2,3209,3
947,sit amet turpis elementum ligula vehicula consequat,1511,7862,4,9494,1
948,faucibus orci luctus et ultrices posuere cubilia curae,3351,6738,1,4647,5
949,at vulputate,654,2563,2,6983,5
950,nonummy maecenas tincidunt lacus at velit,3067,5853,4,9533,1
951,adipiscing elit,3547,3777,3,7806,1
952,hendrerit at vulputate vitae nisl aenean,2430,6964,3,2008,4
953,in ante,2800,64,1,972,4
954,vitae consectetuer eget rutrum,1484,7507,1,6297,2
955,sed magna,1343,6637,1,2303,5
956,erat id mauris vulputate elementum nullam varius nulla,2231,1139,2,3969,5
957,sapien arcu sed,2021,268,1,1885,2
