id,game_name,hours_played,player_count,review_rating,review_count,tag_value
476,adipiscing molestie hendrerit at vulputate,193,60901,5,111243,3
477,ac leo pellentesque ultrices mattis odio,2768,148248,7,106246,5
478,imperdiet nullam orci pede venenatis,2242,148191,5,95637,2
479,amet eros suspendisse,1579,89393,9,84867,4
480,tellus nulla ut,1667,221722,5,52548,3
481,nec dui luctus rutrum nulla tellus in,2634,222097,6,65202,4
482,erat tortor,695,62934,9,247473,3
483,amet eros suspendisse accumsan tortor quis turpis,190,212809,5,130730,2
484,ultrices posuere cubilia curae mauris viverra diam,265,133249,6,120090,3
485,nascetur ridiculus mus etiam vel augue vestibulum rutrum,1228,133309,5,136160,3
486,vel enim sit amet nunc viverra dapibus nulla,3084,59593,9,82148,1
487,integer pede justo lacinia eget,2543,25064,9,197564,3
488,quis orci nullam molestie nibh in,2057,21008,6,73256,4
489,turpis enim,3274,229025,7,15715,1
490,nunc proin,2776,112800,7,61335,5
491,sapien ut nunc vestibulum ante,1309,51085,6,170941,5
492,ridiculus mus vivamus vestibulum sagittis sapien,327,155379,7,213328,5
493,amet nulla,3979,145075,6,174160,1
494,justo nec,217,214256,8,211554,4
495,nibh in hac habitasse platea dictumst,116,236478,7,159098,2
496,nisl duis ac nibh fusce,2261,171755,5,15589,4
497,dui vel sem sed,498,24653,9,135253,4
498,est phasellus sit amet,2991,40818,6,208635,2
499,vel sem,1311,230971,9,270700,4
500,cursus urna ut tellus nulla ut erat,973,83645,6,272291,1
501,posuere metus vitae ipsum aliquam non mauris morbi,2500,64459,5,76869,3
502,pede morbi porttitor lorem id,2997,75633,7,165413,4
503,consequat ut nulla sed accumsan felis,2956,168729,5,183596,4
504,proin at turpis,2699,37957,6,215223,4
505,nulla justo,1057,12169,6,206605,2
506,lacus at velit vivamus,2840,128052,9,295508,5
507,etiam justo etiam pretium iaculis justo in hac,2905,248077,7,77112,4
508,morbi ut,1332,135799,7,69117,5
509,orci mauris lacinia sapien quis libero,2450,232764,7,35620,1
510,vestibulum ante,2020,148597,8,46751,2
511,erat quisque erat eros viverra eget congue eget,3677,270841,7,291199,5
512,elit proin,477,183404,6,27410,5
513,aliquet massa id lobortis convallis tortor risus dapibus,150,266883,7,183000,2
514,orci vehicula condimentum curabitur in libero,1856,148715,7,299077,5
515,sapien a libero nam dui proin,3518,163140,8,157504,5
516,dis parturient montes nascetur ridiculus,377,148679,5,143216,1
517,ut at dolor quis,1222,153203,5,108889,1
518,aliquam convallis nunc,1235,235270,6,3936,3
519,eu massa donec dapibus duis at,3660,106592,6,178953,1
520,id nulla ultrices aliquet maecenas leo odio,1446,276414,6,198626,2
521,sed sagittis nam congue risus semper porta volutpat,3903,288181,9,265875,3
522,tempus semper est quam,3261,94366,7,23115,2
523,quam turpis,2768,224502,9,174680,2
524,tristique est,1242,140641,7,51879,4
525,eleifend luctus ultricies eu nibh quisque id,762,233622,7,285545,3
526,diam id,697,179008,7,139108,4
527,ligula vehicula,2670,265445,9,57550,3
528,cras mi,2142,42846,9,212926,1
529,orci luctus et,2029,80485,5,97983,1
530,porttitor lacus at turpis,759,200304,5,253174,3
531,fringilla rhoncus mauris,3532,117688,8,211681,1
532,cras in purus eu magna vulputate,1862,263893,7,245271,1
533,posuere cubilia curae donec pharetra,97,294680,5,214144,5
534,hac habitasse platea dictumst maecenas,2047,10396,9,67135,1
535,cras non velit nec nisi vulputate nonummy,3496,265855,6,98617,3
536,interdum mauris non ligula pellentesque,109,148751,6,119545,3
537,vestibulum ante ipsum,3312,230395,8,143121,5
538,mauris viverra diam vitae quam suspendisse potenti,534,60367,9,191537,1
539,sit amet diam in magna bibendum,13,177981,8,234635,1
540,sem sed sagittis nam congue risus,1637,64323,7,139988,3
541,sed vestibulum sit,2278,155594,7,225290,4
542,morbi ut odio cras mi pede malesuada,1338,68169,7,144497,2
543,cum sociis natoque penatibus et magnis dis parturient,3856,126201,6,157893,2
544,sapien quis,1355,92682,5,279869,3
545,at dolor quis odio consequat varius integer,472,141748,6,222478,5
546,orci luctus et,3802,175623,5,98132,5
547,dui proin leo odio,735,264953,8,145184,3
548,volutpat in congue etiam justo,727,191773,8,140252,5
549,mollis molestie lorem quisque,686,87201,5,56579,3
550,at velit eu,1029,165846,9,239376,5
551,purus eu magna vulputate luctus cum,1458,152293,9,269598,1
552,tortor sollicitudin mi sit amet lobortis sapien sapien,1853,196971,9,65984,1
553,mi nulla ac,3086,59335,7,272851,4
554,eget vulputate ut ultrices vel augue vestibulum ante,1370,108578,8,40153,4
555,curabitur at ipsum,2717,118523,9,104264,5
556,sed magna at nunc commodo placerat,3191,89268,9,139358,3
557,et commodo vulputate justo,3419,21802,9,181187,2
558,tortor id nulla ultrices,2704,33258,5,71679,2
559,dapibus dolor vel est donec,2712,193239,9,291698,1
560,dapibus duis,3719,118900,7,235748,2
561,ligula vehicula consequat,2657,240846,5,236477,2
562,et commodo vulputate justo in blandit,1860,48212,6,150734,3
563,lacus morbi quis tortor id nulla,1115,184395,5,69943,5
564,vivamus vestibulum sagittis sapien cum sociis natoque penatibus,1267,24593,9,57384,1
565,nibh in,3163,175483,9,294807,5
566,nec sem duis,1450,127762,5,98181,2
567,in hac,1833,13696,7,258731,1
568,morbi non quam nec,1429,225289,8,279599,5
569,vestibulum eget vulputate ut ultrices vel augue,38,272738,7,280550,4
570,tristique in,124,253340,6,210339,5
571,non velit nec nisi vulputate nonummy,977,58136,9,155349,3
572,eget elit sodales scelerisque mauris,1104,141631,5,55238,4
573,consequat lectus in,206,53693,6,256961,4
574,nisl aenean lectus pellentesque eget nunc donec,3033,76051,7,212414,4
575,augue vestibulum rutrum rutrum neque,2209,247407,8,239733,3
576,sagittis dui vel nisl,1523,117844,8,219783,1
577,ut massa volutpat convallis morbi,3737,151576,8,180736,4
578,erat curabitur gravida nisi at nibh,3151,64561,9,244102,2
579,fermentum justo nec condimentum neque sapien placerat,144,224349,5,36114,5
580,sed augue aliquam erat volutpat,3557,127703,7,94264,4
581,dui vel nisl duis ac,3047,158237,9,234812,4
582,facilisi cras non velit nec,3988,156975,8,35359,5
583,ut tellus nulla ut erat,3040,298399,7,186541,3
584,ut dolor morbi vel lectus,932,184231,5,299587,5
585,morbi non lectus aliquam sit amet,1918,54630,6,113939,5
586,quam turpis adipiscing lorem,1193,254019,9,225561,4
587,vel nisl duis ac,3256,50387,8,129621,3
588,mattis egestas metus aenean fermentum donec ut mauris,3174,16494,6,119990,2
589,nulla neque libero convallis eget eleifend luctus,2833,196511,9,76641,4
590,quis augue luctus tincidunt,3469,136089,7,8585,2
591,nunc nisl duis bibendum felis sed interdum,1572,31645,7,90735,3
592,cubilia curae nulla dapibus dolor,3393,75441,8,178356,2
593,turpis sed ante vivamus tortor duis mattis,1465,46195,8,28217,3
594,lacinia sapien quis libero nullam sit,3869,104996,5,5173,4
595,malesuada in imperdiet et commodo,2904,295539,7,181046,3
596,quis orci eget orci vehicula condimentum curabitur in,1575,249360,8,111765,5
597,risus semper,3493,108755,7,117306,2
598,ipsum primis in faucibus orci luctus et ultrices,2111,109777,6,58031,2
599,lacus at turpis donec posuere metus,618,100062,8,129211,2
600,metus vitae ipsum aliquam non mauris,1325,10205,6,60780,5
601,odio in hac,2237,238921,6,78544,5
602,praesent blandit lacinia erat vestibulum sed magna at,654,209781,6,141104,2
603,quis tortor,1156,229353,6,264514,2
604,nulla justo aliquam quis turpis eget,3588,134049,9,157003,3
605,pharetra magna vestibulum aliquet ultrices erat tortor,1137,293546,6,68598,3
606,ultrices mattis odio,111,195910,6,138430,1
607,vivamus tortor duis mattis egestas metus,1200,11571,8,27338,3
608,pellentesque volutpat dui,2237,122063,5,96173,5
609,ut massa volutpat convallis morbi,1858,168289,7,38896,4
610,sagittis dui vel nisl,175,137646,7,177258,5
611,ac nibh fusce lacus,3732,75899,7,254595,3
612,pulvinar sed nisl nunc rhoncus dui vel sem,1714,241503,6,135932,4
613,congue elementum in hac habitasse platea dictumst morbi,1862,278030,9,200192,2
614,est congue elementum in hac,2837,253613,8,240164,2
615,imperdiet nullam orci,2864,238219,6,191625,4
616,in est risus auctor sed,873,235392,7,153241,5
617,ut nunc vestibulum ante ipsum primis in,2911,260289,7,236470,3
618,ut dolor,3780,49380,6,143127,1
619,molestie nibh in,407,274567,8,121980,4
620,ligula nec,2484,259611,9,276516,2
621,sit amet nulla,3197,57982,9,291366,2
622,sapien a libero nam dui proin leo odio,1785,179967,7,34557,2
623,morbi non lectus aliquam sit,3090,234084,5,214846,4
624,nullam molestie nibh in lectus pellentesque,2447,199985,5,253898,2
625,amet consectetuer adipiscing,1934,160813,8,254437,5
626,libero quis,1451,125604,5,99101,5
627,nunc donec quis orci eget,624,69491,9,187736,2
628,lobortis sapien sapien non mi integer ac neque,720,47404,6,270399,3
629,scelerisque mauris sit amet eros suspendisse,2681,295406,9,292074,4
630,vitae nisi nam ultrices libero non mattis pulvinar,3775,291575,5,56676,4
631,vel lectus in quam fringilla rhoncus mauris,2048,166564,6,243751,1
632,elementum ligula,1276,193723,8,196049,1
633,mauris enim leo rhoncus sed vestibulum sit,2404,179342,5,127287,5
634,odio donec vitae,1323,18861,5,185798,4
635,venenatis tristique fusce congue diam id ornare imperdiet,3563,230356,6,299529,4
636,dictumst maecenas ut massa quis augue luctus,2181,66931,5,160844,3
637,sem sed sagittis nam congue,2925,209396,5,184215,1
638,quisque ut,1947,39234,9,233060,1
639,elementum eu interdum eu tincidunt in leo maecenas,1554,137058,8,197339,2
640,tristique fusce,960,72815,6,267052,3
641,nunc proin at turpis a pede,803,172201,8,275934,4
642,rutrum ac lobortis vel dapibus at,849,162898,9,210352,5
643,commodo vulputate justo in blandit ultrices,2354,32929,9,268810,1
644,nisl nunc nisl duis bibendum felis sed,1174,20323,5,261652,5
645,commodo placerat praesent blandit nam nulla,3254,143508,9,13675,4
646,facilisi cras non velit nec,1998,116883,7,212842,2
647,vivamus tortor duis,1622,232725,8,216635,4
648,mauris sit amet,274,254520,5,204235,3
649,diam id ornare imperdiet sapien urna pretium nisl,2066,220011,7,84926,2
650,ut mauris eget massa tempor convallis nulla,2351,262299,5,80621,2
651,molestie lorem quisque ut erat curabitur gravida nisi,2642,129562,8,254705,5
652,tellus in sagittis dui vel nisl,2045,195717,9,186386,1
653,purus sit amet,606,242510,8,275629,4
654,faucibus orci luctus et ultrices posuere cubilia curae,3364,127727,5,169418,1
655,egestas metus aenean fermentum donec ut,798,134608,7,261692,2
656,lorem integer tincidunt,2722,261379,5,25598,1
657,adipiscing lorem vitae mattis nibh ligula nec sem,2590,143366,5,265820,4
658,cursus id turpis integer aliquet massa,716,110141,8,641,2
659,pellentesque eget,406,192069,5,133903,4
660,natoque penatibus et magnis dis parturient,483,278319,7,298350,4
661,curae mauris,554,90950,9,111202,3
662,ac est lacinia nisi venenatis tristique,2718,180153,9,34153,5
663,vel lectus in,3512,170578,6,151919,4
664,luctus rutrum nulla,2911,284741,6,243029,4
665,integer aliquet,3965,91892,9,50082,3
666,habitasse platea dictumst etiam faucibus cursus urna,3112,142527,8,42778,1
667,posuere cubilia curae,3797,186524,5,264535,3
668,rutrum nulla tellus in sagittis dui vel nisl,3783,112094,7,107531,2
669,sed lacus morbi,3784,79963,5,138806,3
670,posuere nonummy,3424,68671,9,11441,4
671,fusce congue diam id ornare imperdiet,1956,67261,6,284635,5
672,lectus vestibulum quam sapien varius ut blandit,3808,229973,6,20447,3
673,potenti in eleifend,2905,271476,8,25844,1
674,viverra pede,165,12664,6,156900,1
675,justo morbi,3959,93337,6,283442,5
676,ligula sit amet eleifend,2686,154235,7,185511,5
677,nullam sit amet turpis elementum ligula vehicula,3810,40670,5,134131,3
678,morbi vestibulum velit,574,94688,6,71568,5
679,venenatis turpis enim,226,38584,7,226904,2
680,eros viverra eget congue eget semper rutrum nulla,2751,38605,6,72232,5
681,viverra eget congue,2886,104400,7,133004,4
682,libero quis orci nullam molestie nibh in,2875,100606,7,23715,3
683,consequat in consequat ut nulla sed accumsan felis,505,10051,6,93581,5
684,habitasse platea dictumst,2598,57074,8,263014,5
685,felis fusce posuere felis sed lacus,1485,69202,8,73230,5
686,tellus nulla ut erat id mauris vulputate,1293,77501,9,120949,4
687,metus sapien ut nunc vestibulum ante ipsum,1045,190222,9,128200,2
688,orci vehicula condimentum,2532,252491,6,165370,2
689,praesent blandit lacinia erat,489,275573,5,147540,5
690,neque sapien placerat ante nulla justo aliquam quis,3698,226850,8,80817,4
691,porttitor lacus at turpis donec posuere metus,1786,18178,6,37837,5
692,morbi sem mauris laoreet,1615,69495,7,35458,5
693,sapien varius ut blandit non interdum in ante,508,195814,9,233501,2
694,quam turpis adipiscing,3888,111019,9,126067,2
695,at nibh in,759,246502,9,58928,1
696,orci luctus et ultrices posuere cubilia curae mauris,1997,75097,6,52106,5
697,dictumst aliquam augue quam sollicitudin vitae,895,82115,9,62381,3
698,at nulla suspendisse potenti cras in,3820,26033,6,62152,1
699,pellentesque ultrices mattis odio donec,2589,230517,9,19726,4
700,mus vivamus vestibulum sagittis sapien cum sociis,270,261492,6,165480,1
701,duis ac nibh fusce lacus purus,2054,188586,7,107588,5
702,lacinia erat,794,36707,7,184994,1
703,nibh in,3967,108819,6,114679,1
704,ullamcorper purus sit,3432,76547,7,260421,2
705,condimentum curabitur in libero ut massa volutpat convallis,2419,94726,7,113237,3
706,ac tellus,3707,138486,5,255427,3
707,habitasse platea dictumst maecenas ut massa quis,380,30348,5,146186,3
708,lorem id ligula suspendisse ornare consequat,421,95148,9,65959,2
709,quam suspendisse potenti nullam,2007,179868,6,209735,2
710,neque sapien,727,287216,5,76109,5
711,turpis eget,1895,209742,5,248050,2
712,sed interdum venenatis turpis enim blandit mi in,74,194843,6,81028,5
713,ridiculus mus vivamus vestibulum,3843,43095,6,259574,2
714,rutrum nulla tellus,811,275701,5,73148,2
715,aliquam sit amet,875,182212,8,249411,4
716,ac est lacinia nisi,3154,297390,8,282335,2
717,eget eleifend luctus,2265,205104,9,89858,4
718,cras non velit nec nisi vulputate nonummy,3440,157133,8,70108,4
719,consequat nulla nisl,2068,165196,9,102202,4
720,ultrices posuere,3256,78912,7,231835,5
721,ut tellus nulla ut erat id mauris vulputate,2598,31263,5,220261,4
722,pede venenatis non,3211,112138,7,101704,3
723,nunc vestibulum ante ipsum,2992,51637,5,8629,4
724,ut erat curabitur,2168,178688,6,229017,2
725,cubilia curae donec pharetra,469,103039,9,186631,1
726,maecenas tristique est et tempus semper est quam,2332,223601,8,64920,2
727,magna vestibulum aliquet ultrices erat tortor sollicitudin mi,1429,125810,8,25387,3
728,at velit vivamus vel,303,64236,6,94973,4
729,rutrum rutrum,2164,131101,7,121477,5
730,blandit lacinia,2896,80199,5,99739,2
731,congue diam id ornare,3499,83812,7,68958,4
732,eros viverra eget congue,1264,71948,5,27522,2
733,est phasellus sit amet,1776,85088,9,186325,3
734,morbi non lectus,926,156396,8,32354,2
735,ornare imperdiet,1141,246394,8,272801,2
736,viverra eget,2391,228532,5,137368,2
737,ut at dolor quis odio consequat varius,2519,121826,5,207544,1
738,morbi quis tortor id nulla ultrices,253,200247,8,160258,4
739,nec nisi,215,26893,9,157875,4
740,fusce consequat nulla nisl,2420,171288,5,265113,1
741,bibendum morbi,3765,52216,9,256745,3
742,a feugiat et eros vestibulum ac est,1840,132402,9,121686,1
743,felis sed interdum venenatis turpis enim blandit mi,1515,284463,5,231085,2
744,in quam fringilla rhoncus mauris enim leo rhoncus,3840,70397,9,61442,1
745,aliquam lacus morbi quis tortor id,355,153791,8,115203,5
746,curae mauris viverra diam vitae quam suspendisse potenti,3233,239811,9,90749,5
747,amet turpis elementum ligula vehicula consequat,3100,53952,6,172245,1
748,duis aliquam convallis nunc proin at turpis,3516,128682,8,177965,4
749,vel sem sed sagittis nam congue risus semper,1107,114191,9,161142,4
750,ac tellus semper interdum,825,180274,6,115680,4
751,feugiat et eros vestibulum ac,3065,203573,6,246231,3
752,feugiat et eros,12,194948,5,154523,4
753,ultrices vel,576,126784,8,222326,2
754,ultrices aliquet maecenas leo odio condimentum,3057,152926,9,129086,5
755,elementum nullam varius nulla facilisi cras non,3448,104833,7,162008,2
756,aenean auctor,611,224522,5,2671,5
757,hac habitasse platea dictumst,2362,210069,5,240350,2
758,etiam faucibus,3809,75649,6,295797,2
759,id nulla ultrices aliquet maecenas leo odio condimentum,3571,72323,9,150022,4
760,mattis odio,50,23196,6,60481,4
761,ac lobortis vel,2763,22142,7,56252,2
762,et magnis dis parturient montes,3145,118148,8,253118,3
763,duis bibendum felis sed interdum venenatis turpis,2759,193909,7,103162,3
764,ut at dolor quis odio consequat varius,579,26657,5,256854,1
765,tortor sollicitudin mi sit amet lobortis,3492,70426,9,23558,2
766,faucibus orci luctus,3633,47683,6,180134,5
767,ut blandit non interdum in ante vestibulum ante,1790,277077,6,204276,1
768,sed ante vivamus tortor duis mattis egestas metus,3228,82955,6,282843,2
769,mi in porttitor pede justo eu massa donec,3037,244440,9,225561,5
770,nibh in quis justo,3906,242530,6,91540,3
771,nascetur ridiculus mus vivamus vestibulum,2060,94784,6,60952,3
772,quisque ut,1040,204014,5,91808,4
773,aliquam sit amet diam,3669,211566,6,272376,5
774,nisl aenean lectus,1607,26856,7,47519,1
775,ipsum dolor sit amet,2267,177616,5,253809,2
776,justo morbi ut,3429,34502,6,248378,3
777,sapien cum,723,282509,9,46732,4
778,id nulla ultrices aliquet maecenas leo odio,3679,173883,8,145976,2
779,cras non velit,2926,265147,6,102330,2
780,tristique est et tempus,2014,225702,5,224534,5
781,vel enim sit amet nunc,1938,178636,7,211636,1
782,congue vivamus metus arcu adipiscing,850,270371,9,169868,2
783,curae mauris viverra diam vitae quam,2049,63066,7,22910,4
784,accumsan felis ut,1335,38054,7,271103,3
785,luctus tincidunt nulla mollis,2544,243790,9,125447,1
786,justo eu massa donec dapibus duis,1238,70109,5,100254,1
787,volutpat erat quisque erat eros viverra eget congue,1017,149337,6,260448,2
788,quis justo maecenas rhoncus aliquam,652,253783,8,174194,3
789,suspendisse potenti nullam,647,115507,6,73298,4
790,mauris morbi,1301,114222,6,45485,2
791,vel sem sed sagittis nam congue,2675,124072,6,12145,3
792,congue elementum in hac habitasse platea dictumst morbi,2852,72543,7,49097,3
793,habitasse platea,124,116404,5,80576,1
794,ante nulla,460,209970,6,162351,3
795,id ligula suspendisse ornare,2271,209929,8,145972,1
796,morbi porttitor lorem id ligula suspendisse ornare,3638,26738,5,100871,3
797,molestie lorem quisque ut erat curabitur gravida,656,220602,5,46079,5
798,eget tempus vel pede,1200,127460,7,118830,2
799,gravida nisi,3239,146318,9,212607,5
800,sit amet sapien dignissim vestibulum vestibulum,3063,59588,7,171085,2
801,cubilia curae nulla dapibus dolor vel est donec,3530,264284,7,35232,3
802,ultrices posuere cubilia curae nulla dapibus dolor,2619,258717,9,240558,4
803,vel enim sit amet nunc viverra dapibus nulla,483,101295,8,137901,5
804,mauris eget massa tempor,1843,46981,6,42936,1
805,a ipsum integer a,45,80843,6,206809,4
806,sed interdum venenatis turpis enim blandit,570,117298,6,248735,3
807,tortor risus dapibus augue,2703,218906,5,107077,3
808,orci nullam molestie,2713,215545,7,147419,3
809,eros elementum pellentesque quisque porta,3449,73033,7,283355,1
810,tristique fusce congue,3616,225669,7,235505,5
811,duis faucibus accumsan odio curabitur convallis duis consequat,2267,291732,6,67640,3
812,sapien a libero nam dui proin leo,3214,174572,6,246299,4
813,lacinia aenean sit amet justo morbi,2967,253111,9,28742,4
814,praesent blandit lacinia erat vestibulum sed magna,2165,185766,9,70550,4
815,volutpat convallis,2906,93499,9,131615,1
816,volutpat quam pede lobortis,1870,134675,9,278906,2
817,integer tincidunt ante,1914,194682,7,104564,2
818,pede ullamcorper augue a suscipit nulla elit ac,608,180167,6,102650,4
819,sollicitudin ut suscipit a feugiat et eros,3449,31358,9,154204,3
820,lacinia eget tincidunt eget tempus vel pede,841,243522,8,263236,4
821,luctus rutrum nulla tellus in,551,167031,9,250963,3
822,habitasse platea dictumst,2947,200757,7,226584,2
823,nulla nunc purus,528,61354,7,177499,2
824,consequat morbi a ipsum integer a,784,126287,8,251458,1
825,dictumst maecenas ut,2672,215556,6,190726,5
826,orci eget orci vehicula condimentum curabitur,255,149186,5,156456,3
827,tortor duis mattis egestas metus,1356,151630,9,69439,5
828,metus sapien ut,65,202089,7,76629,5
829,viverra dapibus,3719,286016,7,148076,4
830,in felis donec semper,892,229250,5,129165,3
831,sagittis nam,3539,245262,7,177856,5
832,semper rutrum nulla nunc purus,1295,51382,8,258115,5
833,et ultrices,867,29721,8,248874,1
834,posuere cubilia curae,3982,12828,7,220324,5
835,quis orci,1304,236583,9,182562,2
836,lacinia sapien quis,685,156831,7,96303,1
837,mi sit,2103,67779,7,33257,5
838,quis orci nullam molestie nibh in lectus,921,168757,5,224040,3
839,volutpat sapien arcu sed augue aliquam erat volutpat,354,281919,7,157280,5
840,risus dapibus augue vel,347,216798,8,120055,4
841,viverra pede ac diam cras pellentesque volutpat,2401,207962,8,45971,3
842,aliquam convallis nunc proin at turpis a,1358,200241,6,7809,5
843,tincidunt nulla mollis molestie lorem quisque,1933,121916,8,181702,5
844,quis tortor id nulla ultrices,2720,255458,8,154670,3
845,sit amet erat,2090,80436,6,285811,1
846,cras pellentesque,3901,299834,6,92394,1
847,at nibh in hac habitasse platea,997,138898,7,185744,5
848,ipsum dolor sit amet consectetuer adipiscing elit proin,3698,179554,9,153186,4
849,lacinia aenean sit amet justo,3256,245229,6,195126,4
850,diam id ornare imperdiet sapien urna,3505,172717,8,149218,2
851,nulla ultrices aliquet,1822,154671,5,87994,4
852,donec odio justo sollicitudin,3548,112110,7,270859,5
853,nulla sed,2326,48712,5,59054,5
854,lobortis sapien sapien non mi integer,25,202429,7,139115,4
855,mauris laoreet ut rhoncus aliquet pulvinar,1683,40468,7,199100,5
856,sed nisl nunc rhoncus dui vel,3958,51586,6,98009,2
857,amet nulla quisque,3878,257399,9,112934,3
858,congue diam id ornare imperdiet,2078,141598,6,242735,1
859,viverra pede ac diam cras,3531,208495,5,144014,5
860,nulla nunc purus phasellus in felis,1745,15585,8,8514,1
861,ut tellus nulla ut erat id mauris,2355,30408,8,264474,3
862,eget elit,2008,95311,5,105068,4
863,ante ipsum,746,298085,6,74063,4
864,cubilia curae mauris viverra diam vitae quam,3263,65729,9,125264,1
865,pede justo eu massa donec dapibus,2083,27524,8,7270,3
866,a pede posuere nonummy integer non velit,3397,83589,5,181114,4
867,ultrices libero non,786,95908,9,30333,4
868,vulputate ut ultrices vel augue vestibulum,370,159171,5,254780,3
869,vestibulum aliquet ultrices erat,1745,137893,6,290059,3
870,eget nunc donec quis orci eget,188,266279,8,36793,2
871,scelerisque mauris sit amet eros suspendisse,1115,24915,6,241387,3
872,massa id,3012,113548,9,186646,3
873,ut blandit non interdum in ante,41,50959,7,191283,4
874,in faucibus orci luctus et ultrices posuere,24,287105,8,151640,3
875,turpis integer aliquet massa id lobortis convallis tortor,1078,210802,9,178358,5
876,aliquet massa,182,216787,7,116899,1
877,amet eleifend pede,3299,78546,7,5283,2
878,primis in,250,162116,8,55815,2
879,nisi volutpat eleifend,17,155126,9,193061,3
880,ultrices posuere cubilia,1595,105038,9,277674,5
881,sem sed sagittis nam congue risus semper porta,2944,29372,7,204494,5
882,justo in hac habitasse platea dictumst etiam,3771,287041,7,213929,5
883,nulla integer pede justo lacinia,1979,188894,5,148898,1
884,lacinia sapien quis,979,129398,5,166904,3
885,maecenas tincidunt lacus,187,213736,9,115273,4
886,amet diam in,1886,25100,7,24245,3
887,nulla elit ac nulla sed vel enim sit,1529,118401,9,107278,3
888,justo maecenas,1153,67524,6,169541,5
889,suscipit nulla elit ac,815,26775,8,98980,5
890,pede lobortis ligula sit amet eleifend pede libero,1659,115427,8,280015,2
891,sed tristique in,3778,188639,7,89096,3
892,in est risus auctor sed,3687,198464,8,226289,2
893,eu massa donec dapibus duis at,729,233261,8,182312,3
894,consequat morbi,2220,122348,9,285092,1
895,tortor quis turpis,2827,193291,6,195471,2
896,non sodales sed tincidunt,2807,130112,8,217,1
897,et magnis dis parturient,1091,150384,7,179321,5
898,lacus morbi sem mauris laoreet ut rhoncus,3416,88370,8,77313,4
899,nec dui luctus,1789,79914,9,254312,2
900,ante vel ipsum,267,123838,8,85215,4
901,sed sagittis nam congue,2925,215544,6,135254,5
902,sit amet consectetuer adipiscing elit proin interdum,2592,159522,6,126150,5
903,nulla eget eros elementum pellentesque quisque porta volutpat,1802,44818,8,37257,3
904,quis augue,2759,174211,8,169629,5
905,luctus tincidunt nulla mollis molestie lorem quisque ut,3607,180573,9,34179,3
906,amet turpis elementum ligula vehicula consequat,2050,291793,9,267538,2
907,interdum mauris,1844,265655,5,51547,5
908,fermentum donec ut mauris eget massa,3167,237070,9,75844,3
909,vulputate vitae nisl aenean lectus,552,274666,7,35081,1
910,nulla tellus in sagittis dui vel nisl,615,32891,8,250697,5
911,risus semper porta volutpat quam,33,186029,6,5520,5
912,quis tortor id nulla ultrices aliquet maecenas,395,240516,9,262404,4
913,in lectus pellentesque at nulla,2622,73858,9,133895,1
914,porta volutpat quam,1241,184239,8,286608,2
915,aenean auctor gravida sem praesent,3803,103228,5,158317,1
916,ac nibh fusce lacus purus aliquet at,3622,293609,5,288697,2
917,mauris ullamcorper purus sit amet nulla quisque,743,105735,8,213237,1
918,fusce congue diam,2749,94985,7,204061,5
919,vestibulum aliquet ultrices erat tortor sollicitudin mi,2231,33592,9,188973,2
920,nisl duis bibendum felis,3037,295300,8,245726,3
921,parturient montes nascetur ridiculus mus vivamus vestibulum,777,66520,7,57793,5
922,vitae ipsum aliquam non mauris,1318,57059,7,196870,1
923,consectetuer adipiscing elit,1982,162608,8,115829,2
924,cursus id turpis,1771,93947,8,210241,3
925,primis in,299,205688,6,201569,4
926,in est risus auctor,851,254556,5,157766,1
927,eget eleifend luctus ultricies eu,2021,134973,7,124467,2
928,lectus vestibulum quam,1477,42827,7,226579,5
929,ut dolor morbi vel,2532,135450,6,239676,1
930,montes nascetur ridiculus,1133,214690,5,19247,5
931,tortor id nulla ultrices aliquet maecenas leo,3636,198647,5,142849,4
932,natoque penatibus et magnis dis,661,243958,7,213290,1
933,tristique in tempus,2206,204206,6,154457,5
934,lacinia eget tincidunt eget tempus vel pede,1825,19057,6,234173,1
935,nunc vestibulum ante ipsum primis in,1666,165773,8,238929,4
936,mi sit amet lobortis sapien sapien,1845,224811,9,103294,1
937,quam nec,917,111343,7,144961,2
938,mattis nibh,3732,113464,5,81739,2
939,praesent blandit,3871,79624,7,228297,3
940,id massa id nisl venenatis lacinia aenean sit,1736,217604,7,2701,3
941,neque vestibulum eget vulputate ut ultrices vel augue,3693,17450,9,35776,5
942,vestibulum ante ipsum primis in faucibus orci,3590,183912,7,207287,5
943,sed ante vivamus tortor,1554,92992,9,8660,5
944,metus arcu adipiscing molestie hendrerit at vulputate vitae,3125,242632,8,133907,5
945,blandit mi,3797,142549,5,191505,5
946,quis tortor id nulla,1268,291617,7,208150,2
947,diam erat fermentum justo nec condimentum neque,266,227572,8,21423,2
948,integer tincidunt ante,378,193584,8,232711,4
949,aliquam convallis nunc proin at turpis,3961,99782,8,106109,4
950,enim leo rhoncus sed vestibulum sit,616,11865,8,23117,3
951,id luctus nec,1926,211260,5,105573,1
952,fermentum justo nec condimentum neque sapien,404,161548,7,268248,4
953,pellentesque ultrices mattis odio donec vitae nisi nam,2976,276285,7,167621,3
954,ut nunc vestibulum ante ipsum primis,2559,288326,9,117934,5
955,nulla sed accumsan felis,1351,101232,7,64712,5
956,dolor vel,2429,49758,5,160250,4
957,sem duis aliquam convallis,2862,94491,5,174121,2
958,vel sem sed sagittis nam congue,3678,139576,9,71134,5
